Temperatura,Umidade,Chuva,Vento,Delta T,sp,wh,ir,bp
0.980000,0.660000,0.660000,0.660000,0.980000,0.133426,0.400308,0.233231,0.167396
0.980000,0.660000,0.660000,0.980000,0.020000,0.134553,0.400308,0.233231,0.167396
0.980000,0.660000,0.660000,0.980000,0.340000,0.134553,0.400308,0.233231,0.167396
0.980000,0.660000,0.660000,0.980000,0.660000,0.133523,0.400308,0.233231,0.167396
0.980000,0.660000,0.660000,0.980000,0.980000,0.134553,0.400308,0.233231,0.167396
0.980000,0.660000,0.980000,0.020000,0.020000,0.134791,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.020000,0.340000,0.134791,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.020000,0.660000,0.134791,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.020000,0.980000,0.134670,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.340000,0.020000,0.134791,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.340000,0.340000,0.134791,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.340000,0.660000,0.134791,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.340000,0.980000,0.134670,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.660000,0.020000,0.133426,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.660000,0.340000,0.133426,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.660000,0.660000,0.133426,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.660000,0.980000,0.133426,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.980000,0.020000,0.134553,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.980000,0.340000,0.134553,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.980000,0.660000,0.134553,0.402477,0.232508,0.167396
0.980000,0.660000,0.980000,0.980000,0.980000,0.134553,0.402477,0.232508,0.167396
0.980000,0.980000,0.020000,0.020000,0.020000,0.134791,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.020000,0.340000,0.134791,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.020000,0.660000,0.134791,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.020000,0.980000,0.134670,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.340000,0.020000,0.134791,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.340000,0.340000,0.134791,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.340000,0.660000,0.134791,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.340000,0.980000,0.134670,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.660000,0.020000,0.133426,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.660000,0.340000,0.133426,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.660000,0.660000,0.133426,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.660000,0.980000,0.133426,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.980000,0.020000,0.134553,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.980000,0.340000,0.134553,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.980000,0.660000,0.134553,0.402573,0.232476,0.167396
0.980000,0.980000,0.020000,0.980000,0.980000,0.134553,0.402573,0.232476,0.167396
0.980000,0.980000,0.340000,0.020000,0.020000,0.199299,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.020000,0.340000,0.317178,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.020000,0.660000,0.134791,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.020000,0.980000,0.134670,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.340000,0.020000,0.199299,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.340000,0.340000,0.318311,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.340000,0.660000,0.134791,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.340000,0.980000,0.134670,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.660000,0.020000,0.133426,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.660000,0.340000,0.133426,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.660000,0.660000,0.133426,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.660000,0.980000,0.133426,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.980000,0.020000,0.134553,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.980000,0.340000,0.134553,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.980000,0.660000,0.134553,0.402571,0.232476,0.167396
0.980000,0.980000,0.340000,0.980000,0.980000,0.134553,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.020000,0.020000,0.134791,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.020000,0.340000,0.134791,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.020000,0.660000,0.133523,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.020000,0.980000,0.134670,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.340000,0.020000,0.134791,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.340000,0.340000,0.134791,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.340000,0.660000,0.133523,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.340000,0.980000,0.134670,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.660000,0.020000,0.133426,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.660000,0.340000,0.133426,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.660000,0.660000,0.133426,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.660000,0.980000,0.133426,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.980000,0.020000,0.134553,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.980000,0.340000,0.134553,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.980000,0.660000,0.133523,0.402571,0.232476,0.167396
0.980000,0.980000,0.660000,0.980000,0.980000,0.134553,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.020000,0.020000,0.134791,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.020000,0.340000,0.134791,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.020000,0.660000,0.134791,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.020000,0.980000,0.134670,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.340000,0.020000,0.134791,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.340000,0.340000,0.134791,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.340000,0.660000,0.134791,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.340000,0.980000,0.134670,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.660000,0.020000,0.133426,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.660000,0.340000,0.133426,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.660000,0.660000,0.133426,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.660000,0.980000,0.133426,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.980000,0.020000,0.134553,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.980000,0.340000,0.134553,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.980000,0.660000,0.134553,0.402571,0.232476,0.167396
0.980000,0.980000,0.980000,0.980000,0.980000,0.134553,0.402571,0.232476,0.167396
